event_dt,event_ts,latitude,longitude,temperature_C,salinity_ppt,tide,do_mg_l
2020-10-29,08:51:00,24.43289,-77.69916,28.7,37.9,High,6.1
2020-10-29,08:55:00,24.43158,-77.69804,28.7,37.9,High,6.1
2020-10-29,08:57:00,24.43078,-77.69807,28.7,37.9,High,6.4
2020-10-29,09:00:00,24.43981,-77.6977,28.7,37.9,High,6.4
2020-10-29,09:02:00,24.43894,-77.69689,28.7,37.9,High,6.1
2020-10-29,09:31:00,24.43398,-77.69894,28.7,37.9,Falling,6.4
2020-10-29,09:33:00,24.43289,-77.69916,28.7,37.9,Falling,6.4
2020-10-29,09:35:00,24.43158,-77.69804,28.7,37.9,Falling,6.4
2020-10-29,09:38:00,24.43078,-77.69807,28.7,37.9,Falling,6.4
2020-10-29,09:44:00,24.43981,-77.6977,28.7,37.9,Falling,6.4
2020-10-29,09:54:00,24.43894,-77.69689,28.7,37.9,Falling,6.4
2020-10-29,09:58:00,24.43398,-77.69894,28.7,37.9,Falling,6.4
2020-10-29,10:15:00,24.43289,-77.69916,28.7,37.9,Falling,6.24
2020-10-29,10:18:00,24.43158,-77.69804,28.7,37.9,Falling,6.24
2020-10-29,10:19:00,24.43078,-77.69807,28.7,37.9,Falling,6.27
2020-10-29,10:20:00,24.43981,-77.6977,28.7,37.9,Falling,6.27
2020-10-29,10:24:00,24.43894,-77.69689,28.7,37.9,Falling,6.24
2020-10-29,10:42:00,24.43894,-77.69689,28.7,37.9,Falling,6.24
2020-10-29,10:54:00,24.43398,-77.69894,28.7,37.9,Falling,6.27
2020-10-29,10:57:00,24.43289,-77.69916,28.7,37.9,Falling,6.27
2020-10-29,11:00:00,24.43158,-77.69804,28.7,37.9,Falling,6.24
2020-10-29,11:07:00,24.43078,-77.69807,28.7,37.9,Falling,6.27
2020-10-29,11:09:00,24.43981,-77.6977,28.7,37.9,Falling,6.27
2020-10-29,11:12:00,24.43894,-77.69689,28.7,37.9,Falling,6.27
2020-10-29,11:37:00,24.43398,-77.69894,28.7,37.9,Falling,6.24
2020-10-29,11:43:00,24.43289,-77.69916,28.7,37.9,Falling,6.27
2020-10-29,11:46:00,24.43158,-77.69804,28.7,37.9,Falling,6.27
2020-10-29,11:48:00,24.43078,-77.69807,28.8,37.9,Falling,6.4
2020-10-29,11:50:00,24.43981,-77.6977,28.8,37.9,Falling,6.4
2020-10-29,11:52:00,24.43894,-77.69689,28.8,37.9,Falling,6.4
2020-10-29,12:05:00,24.43289,-77.69916,28.7,37.9,Falling,6.27
2020-10-29,12:24:00,24.43398,-77.69894,28.7,37.9,Falling,6.27
2020-10-29,12:33:00,24.43289,-77.69916,28.4,36.9,Falling,6.58
2020-10-29,12:41:00,24.43158,-77.69804,28.8,37.9,Falling,6.4
2020-10-29,12:50:00,24.43078,-77.69807,28.4,36.9,Falling,6.58
2020-10-29,12:52:00,24.43981,-77.6977,28.4,36.9,Falling,6.58
2020-10-29,12:54:00,24.43894,-77.69689,28.4,36.9,Falling,6.58
2020-10-29,13:17:00,24.43398,-77.69894,28.8,37.9,Falling,6.4
2020-10-29,13:28:00,24.43289,-77.69916,28.4,36.9,Falling,6.58
2020-10-29,13:35:00,24.43158,-77.69804,28.4,36.9,Falling,6.58
2020-10-29,13:37:00,24.43078,-77.69807,28.5,36.9,Falling,6.7
2020-10-29,13:39:00,24.43981,-77.6977,28.5,36.9,Falling,6.7
2020-10-29,13:42:00,24.43894,-77.69689,28.5,36.9,Falling,6.7
2020-10-29,14:07:00,24.43398,-77.69894,28.5,36.9,Low,6.7
2020-10-29,14:09:00,24.43398,-77.69894,28.5,36.9,Low,6.7
2020-10-30,09:45:00,24.54883,-77.63503,28.9,37.7,NA,6.1
2020-10-30,10:17:00,24.54883,-77.63503,28.9,37.7,NA,6.1
2020-11-09,08:30:00,24.426688,-77.763083,NA,NA,NA,NA
2020-11-09,08:00:00,24.4269,-77.7627,26.5,NA,NA,NA
2020-11-10,09:12:00,24.4269,-77.7626,26.5,NA,Rising,NA
2020-11-10,09:20:00,24.4275,-77.7626,26.5,NA,Rising,NA
2020-11-10,09:57:00,24.4269,-77.7626,26.5,NA,Rising,NA
2020-11-10,10:22:00,24.4269,-77.7626,26.5,NA,Rising,NA
2020-11-10,10:30:00,24.4275,-77.7626,26.5,NA,Rising,NA
2020-11-10,11:23:00,24.4269,-77.7626,26.5,NA,Rising,NA
2020-11-10,11:51:00,24.4275,-77.7626,26.5,NA,Rising,NA
2020-11-10,11:58:00,24.4269,-77.7626,26.5,NA,Rising,NA
2020-11-10,11:59:00,24.4269,-77.7626,26.5,NA,Rising,NA
2020-11-10,12:19:00,24.4275,-77.7626,26.5,NA,Rising,NA
2020-11-12,08:02:00,24.54883,-77.63503,NA,NA,NA,NA
2020-11-12,15:44:00,24.54883,-77.63503,NA,NA,NA,NA
2020-11-12,16:04:00,24.54883,-77.63503,NA,NA,NA,NA
2020-11-13,07:41:00,24.54883,-77.63503,NA,NA,NA,NA
2020-11-14,10:30:00,24.42915,-77.712453,NA,NA,NA,NA
2020-11-14,14:30:00,24.440594,-77.695842,NA,NA,NA,NA
2020-11-15,12:36:00,24.429182,-77.710498,27.5,NA,NA,NA
2020-11-15,17:03:00,24.498117,-77.69945,NA,NA,NA,NA
2020-11-16,11:14:00,24.588417,-77.690165,NA,NA,NA,NA
2020-11-16,12:05:00,24.587933,-77.691533,NA,NA,NA,NA
2020-11-16,13:14:00,24.587933,-77.691533,NA,NA,NA,NA
2020-11-16,13:27:00,24.588417,-77.690165,NA,NA,NA,NA
2021-01-04,07:50:00,24.54883,-77.63503,24.6,NA,NA,NA
2021-01-04,08:48:00,24.54883,-77.63503,24.6,NA,NA,NA
2021-01-05,11:52:00,24.58026,-77.69461,24.5444444444444,NA,Rising,NA
2021-01-05,11:57:00,24.58181,-77.69445,24.5333333333333,NA,Rising,NA
2021-01-05,12:01:00,24.5845,-77.69485,24.5,NA,Rising,NA
2021-01-05,12:04:00,24.58597,-77.69412,24.4833333333333,NA,Rising,NA
2021-01-05,12:38:00,24.58026,-77.69461,24.5666666666667,NA,Rising,NA
2021-01-05,12:41:00,24.58181,-77.69445,24.4666666666667,NA,Rising,NA
2021-01-05,12:43:00,24.5845,-77.69485,24.4888888888889,NA,Rising,NA
2021-01-05,12:45:00,24.58597,-77.69461,24.5222222222222,NA,Rising,NA
2021-01-05,13:24:00,24.58026,-77.69485,24.5666666666667,NA,High,NA
2021-01-05,13:28:00,24.58181,-77.69445,24.4666666666667,NA,High,NA
2021-01-05,13:33:00,24.5845,-77.69485,24.4888888888889,NA,High,NA
2021-01-05,13:36:00,24.58597,-77.69461,24.5222222222222,NA,High,NA
2021-01-05,14:08:00,24.58026,-77.69485,24.5833333333333,NA,High,NA
2021-01-05,14:11:00,24.58181,-77.69445,24.5388888888889,NA,High,NA
2021-01-05,14:13:00,24.5845,-77.69485,24.5777777777778,NA,High,NA
2021-01-05,14:14:00,24.5853,-77.69438,24.5888888888889,NA,High,NA
2021-01-05,14:53:00,24.57896,-77.6946,24.5555555555556,NA,Falling,NA
2021-01-05,14:57:00,24.58131,-77.69448,24.6,NA,Falling,NA
2021-01-05,15:19:00,24.5845,-77.69485,24.6222222222222,NA,Falling,NA
2021-01-05,15:21:00,24.5853,-77.69438,24.6222222222222,NA,Falling,NA
2021-01-05,15:40:00,24.57911,-77.69473,24.6444444444444,NA,Falling,NA
2021-01-05,16:00:00,24.58516,-77.69449,24.4,NA,Falling,NA
2021-01-05,16:19:00,24.58425,-77.69487,24.6,NA,Falling,NA
2021-01-05,16:24:00,24.57853,-77.69482,24.4,NA,Falling,NA
2021-01-05,16:40:00,24.58203,-77.69436,24.6,NA,Falling,NA
2021-01-05,16:58:00,24.5853,-77.69487,24.4444444444444,NA,Falling,NA
2021-01-05,17:00:00,24.58425,-77.69487,24.4166666666667,NA,Falling,NA
2021-01-06,10:06:00,24.42619,-77.76279,21.6777777777778,NA,Rising,NA
2021-01-06,10:08:00,24.42609,-77.76326,21.6166666666667,NA,Rising,NA
2021-01-06,10:12:00,24.42657,-77.76223,21.6166666666667,NA,Rising,NA
2021-01-06,10:14:00,24.42647,-77.7625,21.6277777777778,NA,Rising,NA
2021-01-06,10:16:00,24.42678,-77.7625,21.6222222222222,NA,Rising,NA
2021-01-06,10:52:00,24.42619,-77.76279,21.7166666666667,NA,Rising,NA
2021-01-06,10:56:00,24.42609,-77.76326,21.7,NA,Rising,NA
2021-01-06,11:00:00,24.42657,-77.76223,21.7277777777778,NA,Rising,NA
2021-01-06,11:01:00,24.42647,-77.7625,21.75,NA,Rising,NA
2021-01-06,11:03:00,24.42678,-77.7625,21.75,NA,Rising,NA
2021-01-06,11:38:00,24.42722,-77.76236,21.8388888888889,NA,Rising,NA
2021-01-06,11:41:00,24.42707,-77.76245,21.8388888888889,NA,Rising,NA
2021-01-06,11:47:00,24.42657,-77.76223,21.8888888888889,NA,Rising,NA
2021-01-06,11:49:00,24.42647,-77.7625,21.8888888888889,NA,Rising,NA
2021-01-06,11:52:00,24.42678,-77.7625,21.8944444444444,NA,Rising,NA
2021-01-06,12:23:00,24.42722,-77.76236,22.0888888888889,NA,Rising,NA
2021-01-06,12:25:00,24.42707,-77.76245,22.1333333333333,NA,Rising,NA
2021-01-06,12:29:00,24.42657,-77.76223,22.1722222222222,NA,Rising,NA
2021-01-06,12:31:00,24.42647,-77.7625,22.2,NA,Rising,NA
2021-01-06,12:33:00,24.42678,-77.7625,22.2055555555556,NA,Rising,NA
2021-01-06,12:56:00,24.42722,-77.76236,22.2777777777778,NA,Rising,NA
2021-01-06,12:58:00,24.42707,-77.76245,22.2888888888889,NA,Rising,NA
2021-01-06,13:00:00,24.42657,-77.76223,22.3944444444444,NA,Rising,NA
2021-01-06,13:02:00,24.42647,-77.7625,22.4222222222222,NA,Rising,NA
2021-01-06,13:04:00,24.42678,-77.7625,22.4111111111111,NA,Rising,NA
2021-01-07,11:15:00,24.5105,-77.69432,24.4,NA,NA,NA
2021-01-07,15:57:00,24.42925,-77.69145,24.3944444444444,NA,Falling,NA
2021-01-07,16:11:00,24.43052,-77.69181,24.4611111111111,NA,Falling,NA
2021-01-07,16:15:00,24.43119,-77.69451,24.4944444444444,NA,Falling,NA
2021-01-07,16:20:00,24.42995,-77.69359,24.5222222222222,NA,Falling,NA
2021-01-07,16:53:00,24.43145,-77.69094,24.4944444444444,NA,Falling,NA
2021-01-07,16:59:00,24.43017,-77.69106,24.5,NA,Falling,NA
2021-01-07,17:07:00,24.4313,-77.69439,24.5111111111111,NA,Falling,NA
2021-01-07,17:10:00,24.43023,-77.69398,24.5333333333333,NA,Falling,NA
2021-01-07,17:44:00,24.43132,-77.69102,24.4833333333333,NA,Falling,NA
2021-01-07,17:53:00,24.43089,-77.69078,24.5,NA,Falling,NA
2021-01-07,18:08:00,24.43136,-77.6942,24.5166666666667,NA,Falling,NA
2021-01-07,18:11:00,24.43045,-77.69393,24.5222222222222,NA,Falling,NA
2021-01-07,18:36:00,24.43188,-77.69084,24.4388888888889,NA,Falling,NA
2021-01-07,18:43:00,24.43142,-77.69095,24.4888888888889,NA,Falling,NA
2021-01-07,19:10:00,24.43218,-77.69078,24.5,NA,Falling,NA
2021-01-07,19:20:00,24.43143,-77.6909,24.4722222222222,NA,Falling,NA
2021-01-08,16:37:00,24.49809,-77.70276,24.2888888888889,NA,Falling,NA
2021-01-08,16:40:00,24.49856,-77.70337,24.2888888888889,NA,Falling,NA
2021-01-08,16:43:00,24.49789,-77.70437,24.2888888888889,NA,Falling,NA
2021-01-08,16:45:00,24.49666,-77.70414,24.2888888888889,NA,Falling,NA
2021-01-08,16:46:00,24.49531,-77.70352,24.2888888888889,NA,Falling,NA
2021-01-08,17:04:00,24.49773,-77.70409,24.4,NA,Falling,NA
2021-01-08,17:28:00,24.49642,-77.70404,24.4,NA,Falling,NA
2021-01-08,17:31:00,24.49809,-77.70276,24.2888888888889,NA,Falling,NA
2021-01-08,17:35:00,24.49856,-77.70337,24.2888888888889,NA,Falling,NA
2021-01-08,17:40:00,24.49531,-77.70352,24.2888888888889,NA,Falling,NA
2021-01-08,17:54:00,24.49789,-77.70437,24.3722222222222,NA,Falling,NA
2021-01-08,18:18:00,24.4983,-77.70288,24.3666666666667,NA,Falling,NA
2021-01-08,18:20:00,24.49856,-77.70337,24.3611111111111,NA,Falling,NA
2021-01-08,18:22:00,24.49652,-77.70374,24.3722222222222,NA,Falling,NA
2021-01-08,18:24:00,24.49531,-77.70352,24.3777777777778,NA,Falling,NA
2021-01-08,18:43:00,24.49789,-77.70437,24.35,NA,Falling,NA
2021-01-08,18:59:00,24.4982,-77.7028,24.4,NA,Falling,NA
2021-01-08,19:03:00,24.4983,-77.70288,24.35,NA,Falling,NA
2021-01-08,19:05:00,24.49789,-77.70437,24.3333333333333,NA,Falling,NA
2021-01-08,19:08:00,24.49652,-77.70374,24.35,NA,Falling,NA
2021-01-08,19:10:00,24.49531,-77.70352,24.35,NA,Falling,NA
2021-01-09,15:47:00,24.49386,-77.70526,24.7,38,Rising,6.85
2021-01-09,15:50:00,24.4952,-77.70498,24.7,38.1,Rising,6.97
2021-01-09,15:54:00,24.49612,-77.70404,24.7,38.1,Rising,7.4
2021-01-09,15:57:00,24.49722,-77.70356,24.7,38.1,Rising,7.05
2021-01-09,16:00:00,24.49848,-77.7032,24.7,38.1,Rising,8.02
2021-01-09,16:19:00,24.4952,-77.70498,24.7,38.1,Rising,7.21
2021-01-09,17:03:00,24.49386,-77.70526,24.7,38.1,Rising,6.92
2021-01-09,17:04:00,24.4952,-77.70498,24.9,38.1,Rising,6.91
2021-01-09,17:06:00,24.49612,-77.70404,24.8,38.1,Rising,7.01
2021-01-09,17:08:00,24.49722,-77.70356,24.9,38.1,Rising,6.91
2021-01-09,17:10:00,24.49848,-77.7032,24.9,38.1,Rising,6.91
2021-01-10,08:31:00,24.58119,-77.69295,24.1,38,Falling,6.5
2021-01-10,08:34:00,24.58258,-77.69257,24.1,38,Falling,6.5
2021-01-10,08:37:00,24.58382,-77.69378,24.1,38,Falling,6.5
2021-01-10,08:40:00,24.58559,-77.69372,23.7,38.1,Falling,6.36
2021-01-10,08:44:00,24.58667,-77.69419,23.7,38.1,Falling,6.36
2021-01-10,08:47:00,24.58757,-77.69574,23.7,38.1,Falling,6.36
2021-01-10,09:19:00,24.58382,-77.69378,24.1,38,Falling,6.5
2021-01-10,09:32:00,24.58119,-77.69295,24.1,38,Falling,6.5
2021-01-10,09:36:00,24.58258,-77.69257,24.1,38,Falling,6.5
2021-01-10,09:42:00,24.58559,-77.69372,23.2,38.2,Falling,6.49
2021-01-10,09:44:00,24.58667,-77.69419,23.2,38.2,Falling,6.49
2021-01-10,09:46:00,24.58757,-77.69574,23.2,38.2,Falling,6.49
2021-01-10,09:53:00,24.58258,-77.69257,23.2,38.2,Falling,6.49
2021-01-10,10:37:00,24.58258,-77.69257,23.3,38.1,Falling,6.51
2021-01-10,10:39:00,24.58258,-77.69257,23.1,37.8,Falling,6.94
2021-01-10,10:41:00,24.58119,-77.69295,23.3,38.1,Falling,6.51
2021-01-10,10:42:00,24.58559,-77.69372,23.3,38.1,Falling,6.51
2021-01-10,10:44:00,24.58667,-77.69419,23.3,38.1,Falling,6.51
2021-01-10,10:46:00,24.58757,-77.69574,23.3,38.1,Falling,6.51
2021-01-10,11:27:00,24.58559,-77.69372,23.1,37.8,Falling,6.94
2021-01-10,11:37:00,24.58119,-77.69295,23.1,37.8,Falling,6.94
2021-01-10,11:38:00,24.58258,-77.69257,23.1,37.8,Falling,6.94
2021-01-10,11:40:00,24.58382,-77.69378,23.1,37.8,Falling,6.94
2021-01-10,11:43:00,24.58667,-77.69419,23.1,37.8,Falling,6.94
2021-01-10,11:53:00,24.58757,-77.69574,23.1,37.8,Falling,6.94
2021-01-10,12:37:00,24.58559,-77.69372,23.1,37.8,Low,6.94
2021-01-10,12:42:00,24.58119,-77.69295,23.1,37.8,Low,6.94
2021-01-10,12:44:00,24.58258,-77.69257,24.1,38.1,Low,7.7
2021-01-10,12:45:00,24.58382,-77.69378,23.1,37.8,Low,6.94
2021-01-10,12:47:00,24.58667,-77.69419,23.1,37.8,Low,6.94
2021-01-10,12:50:00,24.58757,-77.69574,23.1,37.8,Low,6.94
2021-01-10,13:09:00,24.58258,-77.69257,25,37.8,Rising,7.47
2021-01-10,13:09:00,24.58258,-77.69257,25,37.8,Rising,7.47
2021-01-10,13:51:00,24.58119,-77.69295,24.1,38.1,Rising,7.7
2021-01-10,13:54:00,24.58382,-77.69378,24.1,38.1,Rising,7.7
2021-01-10,13:55:00,24.58559,-77.69372,24.1,38.1,Rising,7.7
2021-01-10,13:57:00,24.58667,-77.69419,24.1,38.1,Rising,7.7
2021-01-10,13:58:00,24.58757,-77.69574,24.1,38.1,Rising,7.7
2021-01-10,14:40:00,24.58757,-77.69574,25,37.8,Rising,7.47
2021-01-10,14:46:00,24.58667,-77.69419,25,37.8,Rising,7.47
2021-01-10,14:49:00,24.58559,-77.69372,25,37.8,Rising,7.47
2021-01-10,14:51:00,24.58382,-77.69378,25,37.8,Rising,7.47
2021-01-10,14:53:00,24.58258,-77.69257,25,37.8,Rising,7.47
2021-01-10,14:55:00,24.58119,-77.69295,25,37.8,Rising,7.47
2021-01-11,10:05:00,24.68613,-77.75677,NA,NA,NA,NA
2021-01-11,10:39:00,24.68893,-77.73838,22.8,37.4,Falling,7.4
2021-01-11,10:40:00,24.69207,-77.73932,22.8,37.4,Falling,7.4
2021-01-11,10:42:00,24.69219,-77.73982,22.8,37.4,Falling,7.4
2021-01-11,10:43:00,24.69356,-77.74129,22.8,37.4,Falling,7.4
2021-01-11,10:47:00,24.69578,-77.74257,22.8,37.4,Falling,7.4
2021-01-11,10:48:00,24.6969,-77.74428,22.8,37.4,Falling,7.4
2021-01-11,11:03:00,24.68893,-77.73838,23.1,37.9,Falling,6.82
2021-01-11,11:25:00,24.69207,-77.73932,23.1,37.9,Falling,6.82
2021-01-11,11:26:00,24.69219,-77.73982,23.1,37.9,Falling,6.82
2021-01-11,11:28:00,24.69356,-77.74129,23.1,37.9,Falling,6.82
2021-01-11,11:30:00,24.69578,-77.74257,23.1,37.9,Falling,6.82
2021-01-11,11:31:00,24.6969,-77.74428,23.1,37.9,Falling,6.82
2021-01-11,11:46:00,24.68893,-77.73838,23.2,37.6,Falling,6.91
2021-01-11,11:56:00,24.69207,-77.73932,23.2,37.6,Falling,6.91
2021-01-11,11:57:00,24.69219,-77.73982,23.2,37.6,Falling,6.91
2021-01-11,11:59:00,24.69356,-77.74129,23.2,37.6,Falling,6.91
2021-01-11,12:01:00,24.69578,-77.74257,23.2,37.6,Falling,6.91
2021-01-11,12:02:00,24.6969,-77.74428,23.2,37.6,Falling,6.91
2021-01-11,13:30:00,24.68613,-77.75677,NA,NA,NA,NA
2021-01-11,13:32:00,24.68893,-77.73838,23.7,37.9,Rising,7.44
2021-01-11,13:35:00,24.69207,-77.73932,23.7,37.9,Rising,7.44
2021-01-11,13:38:00,24.69219,-77.73982,23.7,37.9,Rising,7.44
2021-01-11,13:40:00,24.69356,-77.74129,23.7,37.9,Rising,7.44
2021-01-11,13:42:00,24.69578,-77.74257,23.7,37.9,Rising,7.44
2021-01-11,13:44:00,24.6969,-77.74428,23.7,37.9,Rising,7.44
2021-01-11,14:42:00,24.68893,-77.73838,24.1,37.9,Rising,7.44
2021-01-11,14:49:00,24.69219,-77.73982,24.1,37.9,Rising,7.44
2021-01-11,14:58:00,24.69207,-77.73932,24.1,37.9,Rising,7.44
2021-01-11,15:01:00,24.69356,-77.74129,24.1,37.9,Rising,7.44
2021-01-11,15:04:00,24.69578,-77.74257,24.1,37.9,Rising,7.44
2021-01-11,15:06:00,24.6969,-77.74428,24.1,37.9,Rising,7.44
2021-01-12,09:30:00,24.43174,-77.69632,25.1,38.1,Falling,6.45
2021-01-12,09:38:00,24.43504,-77.69662,25.1,38.1,Falling,6.44
2021-01-12,09:50:00,24.42891,-77.69539,25.1,38.1,Falling,6.45
2021-01-12,09:55:00,24.43048,-77.69565,25.1,38.1,Falling,6.45
2021-01-12,10:00:00,24.43654,-77.69713,25.1,38.1,Falling,6.44
2021-01-12,10:03:00,24.43333,-77.69637,25.1,38.1,Falling,6.44
2021-01-12,10:31:00,24.42891,-77.69539,25.1,38.1,Falling,6.43
2021-01-12,10:41:00,24.43048,-77.69565,25.1,38.1,Falling,6.49
2021-01-12,10:44:00,24.43174,-77.69632,25.1,38.1,Falling,6.43
2021-01-12,10:49:00,24.43333,-77.69637,25.1,38.1,Falling,6.49
2021-01-12,10:56:00,24.43504,-77.69662,25.1,38.1,Falling,6.43
2021-01-12,10:58:00,24.43654,-77.69713,25.1,38.1,Falling,6.49
2021-01-12,11:37:00,24.42891,-77.69539,25.1,38.1,Falling,6.47
2021-01-12,11:40:00,24.43048,-77.69565,25.1,38.1,Falling,6.47
2021-01-12,11:43:00,24.43174,-77.69632,25.1,38.1,Falling,6.49
2021-01-12,11:45:00,24.43333,-77.69637,25.1,38.1,Falling,6.47
2021-01-12,11:47:00,24.43504,-77.69662,25.1,38.1,Falling,6.47
2021-01-12,11:50:00,24.43654,-77.69713,25.1,38.1,Falling,6.47
2021-01-12,12:23:00,24.42891,-77.69539,25.1,38.1,Falling,6.61
2021-01-12,12:26:00,24.43048,-77.69565,25.1,38.1,Falling,6.61
2021-01-12,12:28:00,24.43174,-77.69632,25.1,38.1,Falling,6.61
2021-01-12,12:30:00,24.43333,-77.69637,25.1,38.1,Falling,6.65
2021-01-12,12:32:00,24.43504,-77.69662,25.1,38.1,Falling,6.65
2021-01-12,12:44:00,24.43654,-77.69713,25.1,38.1,Falling,6.65
2021-01-12,13:09:00,24.43084,-77.69565,25.1,38.1,Falling,6.55
2021-01-12,13:18:00,24.42891,-77.69539,25.1,38.1,Falling,6.55
2021-01-12,13:23:00,24.43174,-77.69632,25.1,38.1,Falling,6.55
2021-01-12,13:25:00,24.43333,-77.69637,25.2,38.1,Falling,6.92
2021-01-12,13:26:00,24.43504,-77.69662,25.2,38.1,Falling,6.92
2021-01-12,13:30:00,24.43654,-77.69713,25.2,38.1,Falling,6.92
2021-01-12,14:00:00,24.43504,-77.69662,25.2,38.1,Falling,6.7
2021-01-12,14:14:00,24.43654,-77.69713,25.2,38.1,Falling,6.7
2021-01-12,14:19:00,24.42891,-77.69539,25.1,38.1,Falling,6.5
2021-01-12,14:21:00,24.43048,-77.69565,25.1,38.1,Falling,6.5
2021-01-12,14:22:00,24.43174,-77.69632,25.1,38.1,Falling,6.5
2021-01-12,14:23:00,24.43333,-77.69637,25.2,38.1,Falling,6.7
2021-01-12,14:38:00,24.43333,-77.69637,25.3,38.1,Low,6.9
2021-01-12,14:48:00,24.42891,-77.69539,25.3,38.1,Low,6.9
2021-01-12,14:52:00,24.43048,-77.69565,25.3,38.1,Low,6.9
2021-01-12,14:54:00,24.43174,-77.69632,25.3,38.1,Low,6.9
2021-01-12,14:58:00,24.43504,-77.69662,25.3,38.1,Low,6.9
2021-01-12,15:00:00,24.43654,-77.69713,25.3,38.1,Low,6.9
2021-01-12,15:07:00,24.43654,-77.69713,25.2,38.1,Low,6.85
2021-01-12,15:16:00,24.43504,-77.69662,25.2,38.1,Low,6.85
2021-01-12,15:35:00,24.42891,-77.69539,25.2,38.1,Low,6.85
2021-01-12,15:37:00,24.43048,-77.69565,25.2,38.1,Low,6.85
2021-01-12,15:41:00,24.43174,-77.69632,25.2,38.1,Low,6.85
2021-01-12,15:42:00,24.43333,-77.69637,25.2,38.1,Low,6.85
2021-01-13,08:26:00,24.58117,-77.6937,24.7,37.9,High,6.28
2021-01-13,08:29:00,24.58174,-77.69353,24.7,37.9,High,6.28
2021-01-13,08:30:00,24.58286,-77.69368,24.7,37.9,High,6.28
2021-01-13,08:31:00,24.58418,-77.6939,24.8,37.9,High,6.3
2021-01-13,08:32:00,24.58533,-77.69367,24.8,37.9,High,6.3
2021-01-13,08:33:00,24.58628,-77.69333,24.8,37.9,High,6.3
2021-01-13,09:17:00,24.58117,-77.6937,24.6,37.9,High,6.95
2021-01-13,09:21:00,24.58174,-77.69353,24.6,37.9,High,6.95
2021-01-13,09:23:00,24.58286,-77.69368,24.6,37.9,High,6.95
2021-01-13,09:24:00,24.58418,-77.6939,24.8,37.9,High,6.92
2021-01-13,09:26:00,24.58533,-77.69367,24.8,37.9,High,6.92
2021-01-13,09:27:00,24.58628,-77.69333,24.8,37.9,High,6.92
2021-01-13,09:47:00,24.58174,-77.69353,24.7,37.9,Falling,6.4
2021-01-13,09:53:00,24.58117,-77.6937,24.7,37.9,Falling,6.4
2021-01-13,10:01:00,24.58286,-77.69368,24.7,37.9,Falling,6.4
2021-01-13,10:03:00,24.58418,-77.6939,24.8,37.9,Falling,6.35
2021-01-13,10:05:00,24.58533,-77.69367,24.8,37.9,Falling,6.35
2021-01-13,10:06:00,24.58628,-77.69333,24.8,37.9,Falling,6.35
2021-01-13,10:42:00,24.58117,-77.6937,24.7,37.9,Falling,6.4
2021-01-13,10:50:00,24.58174,-77.69353,24.7,37.9,Falling,6.4
2021-01-13,10:51:00,24.58286,-77.69368,24.7,37.9,Falling,6.4
2021-01-13,10:52:00,24.58418,-77.6939,24.7,37.9,Falling,6.36
2021-01-13,10:54:00,24.58533,-77.69367,24.7,37.9,Falling,6.36
2021-01-13,10:55:00,24.58628,-77.69333,24.7,37.9,Falling,6.36
2021-01-13,11:33:00,24.58628,-77.69333,24.7,37.9,Falling,6.4
2021-01-13,11:43:00,24.58117,-77.6937,24.5,37.8,Falling,6.46
2021-01-13,11:49:00,24.58174,-77.69353,24.5,37.8,Falling,6.46
2021-01-13,11:51:00,24.58286,-77.69368,24.5,37.8,Falling,6.46
2021-01-13,11:52:00,24.58418,-77.6939,24.7,37.9,Falling,6.4
2021-01-13,11:54:00,24.58533,-77.69367,24.7,37.9,Falling,6.4
2021-01-13,12:26:00,24.58117,-77.6937,24.4,37.8,Falling,6.52
2021-01-13,12:29:00,24.58174,-77.69353,24.4,37.8,Falling,6.52
2021-01-13,12:31:00,24.58286,-77.69368,24.4,37.8,Falling,6.52
2021-01-13,12:33:00,24.58418,-77.6939,24.6,37.8,Falling,6.26
2021-01-13,12:35:00,24.58533,-77.69367,24.6,37.8,Falling,6.26
2021-01-13,12:36:00,24.58628,-77.69333,24.6,37.8,Falling,6.26
2021-01-14,09:36:00,24.43112,-77.69735,25.1,37.7,High,6.54
2021-01-14,09:52:00,24.43571,-77.69467,25.1,37.7,High,6.54
2021-01-14,10:01:00,24.43407,-77.69467,25.1,37.7,High,6.54
2021-01-14,10:02:00,24.43243,-77.6944,25.1,37.7,High,6.54
2021-01-14,10:08:00,24.43557,-77.69735,25.1,37.7,High,6.54
2021-01-14,10:10:00,24.43112,-77.69735,25.2,38.1,Falling,6.4
2021-01-14,10:12:00,24.43258,-77.69712,25.1,37.7,High,6.54
2021-01-14,10:40:00,24.43112,-77.69735,25.2,38.1,Falling,6.6
2021-01-14,10:44:00,24.43571,-77.69467,25.2,38.1,Falling,6.4
2021-01-14,10:46:00,24.43407,-77.69467,25.2,38.1,Falling,6.4
2021-01-14,10:49:00,24.43243,-77.6944,25.2,38.1,Falling,6.4
2021-01-14,10:55:00,24.43557,-77.69735,25.2,38.1,Falling,6.4
2021-01-14,10:59:00,24.43258,-77.69712,25.2,38.1,Falling,6.4
2021-01-14,11:26:00,24.43112,-77.69735,25.2,38.1,Falling,6.6
2021-01-14,11:30:00,24.43571,-77.69467,25.2,38.1,Falling,6.6
2021-01-14,11:36:00,24.43407,-77.69467,25.2,38.1,Falling,6.6
2021-01-14,11:38:00,24.43243,-77.6944,25.2,38.1,Falling,6.6
